,game,comment,username,confidence
45,Elden Ring,"40 h de jeu. Juste incroyable.... Je ne vais pas faire un paragraphe interminable.
Quelques défauts, ne nous le cachons pas, et ceux qui rage sur les graphismes et la technique, vous avez vraiment rien compris à ce qu'est un ""bon jeux"". À chaque zone j'ai lâché un ""wow"". Arriver à encrer des zones aussi immenses que magnifiques dans une seule Map, en ayant 5 secondes de chargement pendant les tp, ça relève de l'exploit. Le level design rend complétement fou comme d'habitude ! Et quelle ambiance mon Dieu !!!
 Certes quelques passages vides en exploration et la caméra qui de temps en temps reste un problème pour des fights en intérieur. Mais quand on est un vrai gameur depuis 20 ans, on ne peut qu'aduler le travail de fromsoftware  Une pépite du JV et pour moi le Goty 2022 sans aucun doute ! Bravo à toute l'équipe",King-Of-Culture,MEDIUM
46,Elden Ring,"Pour ne pas changer, nos amis de chez JVC spamment les 0/20 et 2/20 parce qu'ils ont eu des bugs. Perso je joue sur PC en 2k 60 fps, j'ai eu une dizaine de drop fps en 10h de jeu, vraiment rien de gênant.On leur pond un chef d'oeuvre et ils trouvent le moyen de plomber les notes. Bref, comme d'habitude à la sortie des gros jeux de toute façon.
Sinon, si vous avez aimé les souls : foncez. Le jeu est complètement dingue et adapté à plus ou moins tout les publics. Non pas que la difficulté soit moindre, mais il y a littéralement des dizaines de façon de jouer différentes. Pour les plus tryharder mais aussi ceux qui sont plus casual.",DracLeBon,MEDIUM
47,Elden Ring,"Le jeu de l’année, même peut être un des titres majeurs de la décennie selon moi, même si seul l’avenir nous le dira. En même temps, je crois bien que from soft est le seul studio qui ne m’a jamais déçu.Si vous aimez le souls, vous allez adorer. On retrouve le même gameplay exigeant qui a fait la force de la série avec des combats de boss dantesques ! Les commandes répondent toujours aussi bien (clavier souris pour ma part), et les combats sont plus skill que dans DS3, je trouve tout en étant plus nerveux que DS1 ou 2. Un peu de recyclage d’ennemi des anciens opus dans l’open world, mais des boss totalement originaux avec des affrontements très travaillés et c’est tout ce qui compte.L’open world est correct, même si je ne suis pas le plus grand fan du genre. Vu que from soft est au commande, comme vous vous en doutez, il y’a pleins de petits secrets à droite à gauche pour qui ouvrira le bon œil. La liberté dans la progression est de ce fait bien plus importante que dans les souls, ce qui est vraiment jouissif. Graphiquement c’est correct. Après perso je n’ai jamais compris le délire avec les graphismes, donc je suis pas spécialement difficile. Pour moi si les jeux vidéos avaient arrêté d’évoluer graphiquement au niveau de skyrim vanilla, ça me poserait pas de problèmes. Je ne suis pas pour la surenchère, et je trouve que la DA est le plus important. Ici elle est excellente, et le niveau de détails pourrait de toute manière impacter la fluidité ce qui ne serait pas bon pour un jeu au gameplay si exigeant.Niveau scenar du classique, des infos disséminées ci et là, à nous de recoller les morceaux. C’est peut être moins erratique que dans les souls ceci dit. Et ce que j’aime c’est qu’ils ont réussi à créer un univers absolument unique et original, tout en restant dans le cadre « souls » qu’on aime tant (avec les feux, les âmes, la gardienne du feu etc…).Petit bémol sur la version pc : il y’a des drops fps plus ou moins importants dans l’open world à certains points précis de la map et ce même avec une bonne config (notamment au niveau du premier boss optionnel que l’on rencontre des qu’on sort du tuto, du coup ça la fout mal). Nul doute que ce sera patché petit à petit, et ça ne gêne pas outre mesure étant donné que ça n’arrive que sur des points précis (certainement des zones de chargement invisibles entre des blocs de map). Sinon c’est très fluide rien à dire.J’ai déjà 25h de jeu, et j’ai l’impression de n’avoir effleurer que la surface de tout ce que le jeu peut proposer.En conclusion, si vous êtes déjà conquis par le studio foncez, aucune chance d’être déçu. C’est au moins aussi bien qu’un souls, après à vous de juger si vous préférez ce style ou non, les deux points de vue s’entendent et peuvent s’argumenter. Si en revanche ER est votre premier from soft, regardez peut être du gameplay avant d’acheter, car vous pourriez tout autant détester qu’avoir le coup de foudre.",Zekin,MEDIUM
48,Elden Ring,"Une concrétisation de tout le savoir faire de From Software.Le jeu est compliqué ne vous attendez pas à un Skyrim ou The Witcher 3.
Il réinvente l'Open World grâce à la touche du studio qui sait récompenser l'exploration et sans guider le joueur.Vous n'allez pas être tenu par la main, vous allez tomber sur un boss, vous allez galérer. L'OW vous dit donc que c'est peut être un peu tôt pour cette zone (dégats minimes), et qu'il faudrait peut être aller exp ailleurs.Si vous êtes courageux, persévérer à l'ancienne, le sentiment de satisfaction est toujours présent.20/20 pour remonter la note des gens qui cri au scandale d'opti ou de laideur.
La DA est choisi est assumé depuis nombreuses année, le 60hz était également de la mise sur DS3. Vous n'avez pas besoin d'en avoir 144 pour tomber un boss, ce n'est qu'une excuse.",JeanKekette,MEDIUM
49,Elden Ring,"Miyazaki + George RR martin sur le jeu = 20 obligatoire je ne vois pas dans quel autre univers le jeu pourrait avoir moins de 19 en terme de notes, je vois des gens dire que c'est un dark souls 4, c'est vrai, et c'est bien pour ça que je l'ai acheté personnellement",THESILENCE-MAN,MEDIUM
50,Elden Ring,"le elden ring promit, le dark souls en open world que les fans attendaient.
Je comprend pas les notes sur la difficulté ou les graphismes.
Elden ring est un souls like, le gameplay c'est la difficulté, son âme.
Les gens qui adhèrent pas doivent retourner sur Adibou",lylawars,MEDIUM
51,Elden Ring,"J'en suis a 30 heures et je peut clamer haut et fort que c'est le meilleur open world qui m'est été donné de parcourir.
Je faisais parti des sceptiques a l'idée d'adapter le level design étriqué des souls et c'est un pari réussi.
Une verticalité qui n'a d'égale dans sa conception, un monde ouvert ou chaque combat a été pensé pour vous cloisoné entre vous et le mob en question malgré une liberté incroyable.
Techniquement c'est d'une splendeur incroyable, les souls avaient besoin d'un petit lifting et c'est chose réussi avec brio. Suffit de se tenir en hauteur pour prendre des baffes avec des panoramas incroyable.
Les boss ont tous un gameplay au poil et maitrisé, ya 20 ans d'expertise de souls derrière et ca se ressent.
Une difficulté qui aurait pu être parfaite... sans les invocations qui casualisent beaucoup TROP le jeu.
Mais bon on peut refuser de s'en servir, puis c'est pas comme si la magie existé depuis demon souls si on veut parler de casualisation. Disons que c'est une alternative qui plaira au plus grand nombre.En revanche ceux qui mettent 10 et moins sans y avoir jouer, contribuant a cette mode du review bombing, vous faites drôlement pitié.",SanOuAvecGoku,MEDIUM
52,Elden Ring,"35 heures de jeu. Passé la première journée ou l'optimisation graphique n'était pas au rendez vous, tout va bien depuis et pas de gros bugs.
Après avoir joué à tous les soulsborn de From Software, j'ai enfin la chance de me plonger dans cette masterclass. Et oui, ce jeu est formidable. Dark souls dans un open world, et un vrai open world dont beaucoup de boites qui nous produisent un mauvais jeu par an devraient prendre de la graine. Ho et oui, c'est comme ça qu'on doit mettre en place une monture dans un jeu vidéo Geralt. Descendre de mon cheval pour récolter une fleur n'est pas possible dans un jeu. Petit bémol sur le recyclage, non pas de modèles de dark souls 3, au contraire, mais de certains blocs de donjons. Franchement, rien de grave.",Thecle_legna,MEDIUM
53,Elden Ring,"Je prends mon pieds
il a des defauts mais je mets 20 car je prends mon pied à découvrir un nouveau monde, qui est sympa
je sais que le portage pc est ridiculeusement nul mais outre ça, le jeu bah il est bien et personnellement étant un fan du gameplay fromsoftware je prend mon pied.
Avis je pense légitime",Spectral_Abyss,MEDIUM
54,Elden Ring,"Je ne connaissais pas la série des souls et je n'aime pas la difficulté inutile dans le jeu vidéo mais ce jeu me laisse sur place.En résumé : c'est enfin ce qu'on attend depuis tout petit à savoir un jeu de chevalier/magicien a la progression immense, au BG immense rempli de secrets et de trésor, dans lequel la difficulté joue un réel rôle de frein pour éviter de faire n'importe quoi, bref ce jeu bien que dur et glauque est parfait.",robbi-tronco,MEDIUM
55,Elden Ring,"Ce jeux ne mérite pas 20 ( je dirais plus 18 - 19 ) venant d’un joueur qui a passé Demon, les Dark souls, Bloodborne et Sekiro a 100% et qui a jouer plus de 40 heures jusqu’à maintenant à ce jeux. Les rageux , vous vous attendiez à quoi serieusement. Ce n’est pas le meilleur des mondes ouvert non. Oui même en tournant en serie X , le jeux a des lenteurs dans certains passage et oui il manque d’optimisation.Faut savoir que les meilleurs jeux ne sont pas particulièrement les meilleurs graphisme. Si vous ragez trop sur ce jeux c’est parce que les souls ne sont pas fait pour vous. Vous ne comprenez aucunement le principe ce qu’est un jeux souls à la From Software. Vous n’avez pas vu les autres zones.. ohh non! Plus qu’on avance dans l’histoire et la découverte de la carte et des lieux, et plus qu’on veux en découvrir et continuer à explorer. La patte artistique est phénoménal. Le bestiaire est chargé et d’une beauté que même les enfers en serait jaloux. Les chateaux et les lieux sont jouissif et dès qu’on rentre à l’interieur, on veux tout découvrir et explorer les autres lieux de ce jeux. La bande son est mise en avant beaucoup plus que les autres souls de la série. Elle est beaucoup plus oppréssante, la musique des boss sont magistral. La difficulté est au rendez-vous. N’ayez pas peur d’invoqué des inconnus. C’est le but de vous aidez pour progresser dans le jeux. Point négatif c’est que l’on ne peux pas prendre sa monture en coop. Il aurait pu au moins mettre la monture pour certaine zone ca je ne le cache pas. Au moins, on peu invoquer un ami a 90% des endroit dans le jeux. Bref, GOTY? Il va y avoir de gros joueur, mais il a ses chances. Si vous voulez jouer du parcourt en mode ouvert = Dying Light Graphiquement sublime avec plus de liberté = Horizon Recette à la BOTW avec la touche de From Software = Elden Ring.",BraverElFiRe,MEDIUM
56,Elden Ring,"Bon, j'espère que ma note va enfin être acceptée par la rédac et qu'ils ne vont pas supprimer mon com pour la 4eme fois ! Avec ban à la clef, incompréhensible.. Je me plains des gens qui dézingue le jeu car ils sont décus de ne pas avoir un AC, du coup on m'accuse de Raid.... Le monde à l'envers.Jeu complètement fou en terme de contenu.
Beaucoup le compare à Zelda, à juste titre. Mêmes sensations lors de l'exploration !
(Ce petit instant ou tu sors d'une certaine grotte marine et que tu regarde autour de toi, quel kiff !)
Gameplay un peu plus nerveux que les DS, mais qui reste fidèle à ce qu'on aime. Univers incroyable, et DA FromSoftwarienne.
Ce jeu va me tenir des centaines d'heures.
Là où il devrait être la norme, il est ce qu'il se fait de mieux
Au vu de ce qui se fait en face (ou a côté, pas de gue-guerre débile) Elden Ring représente, à mes yeux, l'aboutissement du Jeu Vidéo.",Teramir,MEDIUM
57,Elden Ring,"Tout d'abord je tiens à préciser que je ne joue pas sur PC. Le jeu est a la hauteur de mes attentes : Grandiose. Je trouve ça dommage qu'il se fasse descendre à cause de ces problèmes techniques sur PC, j'espère que from software va vite corriger le tir pour que tout le monde puisse profiter dans les meilleures conditions de cette pépite car le jeu ne mérite pas ces notes.",Jorox23,MEDIUM
58,Elden Ring,"20 car il faut bien compenser les mauvaises notes hallcuinantes et non subjectives. Mais en vrai il mérite un bon 18.Je ne suis pas sur que le mond eouvert apporte vraiment quelque chose a la logique des Souls, hormis une incroyable perte de temps étant donné qu'on ne sait pas ou aller et que les mobs ne rapportent rien en termes d'xp lol mais toute la formule ""Soul"" est reprise de manière incroyable : l'ambiance, la Da, les ennemis et leurs design, le fait de pouvoir façonner son perso comme on veut, tout dépend de votre imagination : ninja, nécromancien, mage, guerriere, pyromancien, paladin, croisé, samourai, sorceleur a la the witcher etc.... La seule limite sera votre imagination ! L'histoire est un peu moins obscure que les précédents jeux de la game, mais les PNJ plus hardu à dénicher par contre. Un jeu qui aura surement des centaines d'heures au compteur a ses fans, qui auront du mal a tout découvrir au premier run, c'est sure. Petit bémol sur l'OST, sympa mais sans plus hormis le main thème. On est loin d'un Blodborne c'est dommage. par contre je conseillerai de faire un Soul comme Dark Soul 3, Demon Soul remake ou Bloodborne avant. Sinon l'immensité de l'univers va vous perturber plus qu'autre chose, en plus du gameplay....bref achetez le ^^",Celestin35,MEDIUM
